Plot ID,Panel,Plot Status,Administrative State,Project Office,Design Stratum,Project Contact Name,Comments,Rejection Criteria,Rejection Criteria Comments,Actual Stratum,Project,Random or Targeted,Revisit,Original Plot ID If Revisit,Date Originally Visited If Revisit,Moved,Move Comments,Date Visited,Actual Latitude Y,Actual Longitude X,Ecological Site
AS-1,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Office - Slope > 50%,"Using Google Earth and DEM, determined slope was ~68%",,,,,,,,,,,,NA
AS-6,OverSample 2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Field - Access Denied,Locked gate. Attempted to contact landowner but not listed anywhere. Called their lawyer. No answer,,,,,,,,,,,,NA
AS-7,OverSample 2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Field - Slope > 50%,"Unable to reach plot center due to steep, loose slopes",,,,,,,,,,,,NA
AS-8,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,,,Mixed Mountain Shrub with Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,9/10/2018,38.87089,-108.15863,Need To find 2018 Ecosites
GR-21,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Grassland,Ken Holsinger,,,,Pinyon Juniper Woodland or Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/14/2018,38.36678,-108.57239,R036XY114CO
GR-26,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Grassland,Ken Holsinger,,,,,,,,,,,,,,,NA
GR-27,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Grassland,Ken Holsinger,,,,,,,,,,,,,,,NA
GR-28,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Grassland,Ken Holsinger,,,,,,,,,,,,,,,NA
MC-41,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Field - Slope > 50%,Unable to move 50 meters in any direction,,,,,,,,,,,,NA
MC-42,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Field - Slope > 50%,Unable to move 50 meters in any direction,,,,,,,,,,,,NA
MC-43,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Field - Slope > 50%,Unable to move 50 meters in any direction,,,,,,,,,,,,NA
MC-56,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,,,Mixed Conifer,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/7/2018,38.31559,-107.63129,Need To find 2018 Ecosites
MC-57,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,,,Pinyon Juniper Woodland or Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,9/11/2018,38.87,-108.17428,Need To find 2018 Ecosites
MC-58,OverSample 2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Office - Slope > 50%,Unable to move 50 meters in any direction,,,,,,,,,,,,NA
MMS-71,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/5/2018,38.63836,-108.48341,R048AY238CO
MMS-72,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/28/2018,38.45227,-108.1319,Need To find 2018 Ecosites
MMS-73,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/4/2018,38.32482,-107.86259,R036XY325CO
MMS-74,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/10/2018,38.61922,-107.76064,R048AY238CO
MMS-75,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/2/2018,38.4788406,-108.6808074,R036XY284CO
MMS-96,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,,,,,,,,,,,,NA
MMS-97,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,,,,,,,,,,,,NA
MMS-98,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,,,,,,,,,,,,NA
OT-111,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Other,Ken Holsinger,,,,Other,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,9/5/2018,38.77096,-108.30585,Need To find 2018 Ecosites
OT-116,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Other,Ken Holsinger,,,,,,,,,,,,,,,NA
OT-117,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Other,Ken Holsinger,,,,,,,,,,,,,,,NA
OT-118,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Other,Ken Holsinger,,,,,,,,,,,,,,,NA
PJ-131,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,5/31/2018,38.76742,-107.60166,R036XY289CO
PJ-132,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/13/2018,38.26392,-108.38282,R036XY284CO
PJ-133,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,,,Pinyon Juniper Woodland -also ARNO4 and PUTR,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/1/2018,38.1362,-108.66058,R036XY284CO
PJ-134,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,Office - Unsafe to sample,The hike into the plot would require repel gear,,,,,,,,,,,,NA
PJ-135,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,Field - Access Denied,Denied access by landowner. Attempted to contact other people in the area with no luck,,,,,,,,,,,,NA
PJ-156,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,,,Pinyon Juniper Woodland or Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/23/2018,38.20472,-108.31038,Need To find 2018 Ecosites
PJ-157,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/28/2018,38.18673,-108.59132,Need To find 2018 Ecosites
PJ-158,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Pinyon Juniper Woodland,Ken Holsinger,,,,,,,,,,,,,,,NA
PP-171,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Ponderosa Pine,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/30/2018,38.37545,-109.037536,R048AY228CO
PP-176,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Ponderosa Pine,Ken Holsinger,,,,,,,,,,,,,,,NA
PP-177,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Ponderosa Pine,Ken Holsinger,,,,,,,,,,,,,,,NA
PP-178,OverSample 2018,Not Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Ponderosa Pine,Ken Holsinger,,,,,,,,,,,,,,,NA
RI-191,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Riparian,Ken Holsinger,,"Field - Intersects wetland, riparian, or aquatic feature",Unable to move plot without a transect intersecting the Dolores River,,,,,,,,,,,,NA
RI-192,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Riparian,Ken Holsinger,,Office - Slope > 50%,unable to move 50 meters using Google Earth and have slopes <50%,,,,,,,,,,,,NA
RI-193,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Riparian,Ken Holsinger,,Field - Slope > 50%,"In deep ravine, unable to move",,,,,,,,,,,,NA
RI-206,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Riparian,Ken Holsinger,,,,Riparian,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/19/2018,38.896809,-107.492096,Need To find 2018 Ecosites
RI-207,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Riparian,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Moved 50m north due to steep slope,7/30/2018,38.37843,-108.53902,Need To find 2018 Ecosites
RI-208,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Riparian,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/25/2018,38.38847,-107.90445,Need To find 2018 Ecosites
SS-221,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,5/29/2018,38.34075,-107.97868,R036XY114CO
SS-222,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/29/2018,38.87656,-107.7477,R048AY247CO
SS-223,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/6/2018,38.62469,-108.27887,R036XY113CO
SS-224,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/12/2018,38.2164,-108.79117,R036XY284CO
SS-225,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Sage Steppe or Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/28/2018,38.4851,-108.0487,R036XY113CO
SS-226,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,Field - Slope > 50%,"In deep ravine, unable to move",,,,,,,,,,,,NA
SS-227,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/25/2018,38.68673705,-108.2573,R036XY113CO
SS-228,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Plot on border of private property. Moved 50 meters north ,6/14/2018,38.31976,-108.62241,R036XY326CO
SS-229,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/26/2018,38.41965,-107.9761,R036XY326CO
SS-230,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Grassland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/9/2018,38.84484,-108.142,R036XY326CO
SS-231,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Moved 50m east due to maintained road crossing,7/3/2018,38.4049,-108.777,R036XY326CO
SS-232,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Moved 50m north due to maintained road crossing,6/13/2018,38.2389,-108.4636,R036XY326CO
SS-233,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/27/2018,38.27689,-107.7122,R048AY238CO
SS-234,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/12/2018,38.6646,-107.8835,R034BY006UT
SS-235,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,Field - Slope > 50%,Unable to move 50 meters in any direction,,,,,,,,,,,,NA
SS-236,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,Office - Slope > 50%,unable to move 50 meters using Google Earth and have slopes <50%,,,,,,,,,,,,NA
SS-301,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/25/2018,38.4946,-108.1513,Need To find 2018 Ecosites
SS-302,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/18/2018,38.9553,-107.5613,Need To find 2018 Ecosites
SS-303,OverSample 2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,Office - > 3 miles walking distance,unable to move 50 meters using Google Earth,,,,,,,,,,,,NA
SS-304,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Sage Steppe,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/30/2018,38.3811,-108.6987,Need To find 2018 Ecosites
SD-321,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,Office - Slope > 50%,unable to move 50 meters using Google Earth and have slopes <50%,,,,NO,,,,,,,,NA
SD-322,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,Office - Slope > 50%,unable to move 50 meters using Google Earth and have slopes <50%,,,,,,,,,,,,NA
SD-323,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,"5/22/2018, 5/23/2018, 5/24/2018",38.60885,-108.14396,R036XY325CO
SD-324,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/5/2018,38.53119,-107.79086,R034BY117UT
SD-325,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/4/2018,38.84625,-108.21495,R034BY404CO
SD-326,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/11/2018,38.46436,-108.81012,R036XY325CO
SD-327,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/5/2018,38.77102,-108.18233,R034BY117UT
SD-328,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/26/2018,38.56085,-107.82764,R034BY109UT
SD-329,2018,Rejected,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,Site not sampled,Duplicate plot as intensification design,,,,,,,,,,,,NA
SD-330,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Pinyon Juniper Woodland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,50 meters north due to >50% slope,6/12/2018,38.29163,-108.70637,R036XY114CO
SD-331,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert or Grassland,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Plot moved 50 m to the east due to slope,6/25/2018,38.69866,-108.2114,R034BY106UT
SD-332,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/12/2018,38.68056,-107.9033,R034BY104UT
SD-333,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/24/2018,38.85852,-107.9933,NO ECOSITE LISTED
SD-334,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/23/2018,38.7855,-108.1309,R034BY404CO
SD-335,2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/24/2018,38.65291,-108.1958,R036XY113CO
SD-396,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/17/2018,38.71801,-108.2361,Need To find 2018 Ecosites
SD-397,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/4/2018,38.82104,-108.23696,Need To find 2018 Ecosites
SD-398,OverSample 2018,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Salt Desert,Ken Holsinger,,,,Sage Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/17/2018,38.7357,-108.2094,Need To find 2018 Ecosites
MC-044,2019,Sampled,CO,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,9/26/2018,38.8172,-107.54768,R048AY228CO
AS-002,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Slope>50%,9/21/2019,37.9944,-108.1346,NO ECOSITE LISTED
AS-006,Oversample 2018,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
AS-007,Oversample 2018,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
AS-009,Oversample 2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
AS-010,Oversample 2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
AS-011,Oversample 2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Aspen,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
GR-022,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Grassland ,Ken Holsinger,,,,Pinon-Juniper,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/7/2019,38.3889,-108.6862,R036XY114CO
MC-045,2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
MC-046,2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
MC-047,2020,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed-Conifer,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
MC-048,2020,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,,,Mixed Conifer,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/6/2019,38.2895,-107.6031,F048AY918CO
MC-049,2020,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,YES,Slope>50%,8/25/2019,38.0321,-108.4209,R048AY238CO
MC-050,2021,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
MC-051,2021,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
MC-052,2021,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Conifer,Ken Holsinger,,,,Mixed Conifer,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,9/10/2019,38.2906,-107.5986,F048AY449CO
MMS-076,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/25/2019,38.3544,-107.9735,R036XY114CO
MMS-077,2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,Field - Slope > 50%,,,,,,,,,,7/17/2019,,,NA
MMS-078,2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,Office - Slope > 50%,,,,,,,,,,,,,NA
MMS-079,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Pinon -Juniper,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,No,,6/7/2019,38.8512,-108.2039,R036XY289CO
MMS-080,2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,Field - >3 miles walking distance,,,,,,,,,,,,,NA
MMS-081,2020,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,"SS, PJ and MMS",,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/5/2019,38.6083,-107.6204,R048AY247CO
MMS-082,2020,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,"Dominated by SD, but SS and PJ present as well",,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,No,,8/17/2019,38.7721,-107.6363,R034BY117UT
MMS-083,2020,Not Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,"Skipped, sample next year",,,,,,,,,,,,,,NA
MMS-084,2020,Not Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,"Skipped, sample next year",,,,,,,,,,,,,,NA
MMS-085,2020,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Mixed Mountain Shrub,Ken Holsinger,,,,Sage-Steppe,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,9/9/2019,38.6482,-107.7198,R048AY306UT
OT-112,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Other,Ken Holsinger,,,,Salt Desert,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/18/2019,38.6608,-107.9465,R034BY109UT
PJ-136,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Pinon-Juniper,Ken Holsinger,,,,Mixed Mountain Shrub,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,6/26/2019,38.3463,-107.9944,R036XY114CO
PJ-137,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Pinon-Juniper,Ken Holsinger,,,,Pinon-Juniper,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,7/8/2019,38.3691,-108.6029,R036XY284CO
PJ-138,2019,Sampled,Colorado,UNCOMPAHGRE FIELD OFFICE,Pinon-Juniper,Ken Holsinger,,,,Pinon-Juniper,Terrestrial AIM ,Random - NOC or SHINY generated design,NO,,,NO,,8/3/2019,38.6428,-108.3457,R036XY113CO
PJ-139,2019,Rejected,Colorado,UNCOMPAHGRE FIELD OFFICE,Pinon-Juniper,Ken Holsinger,,Field - Slope > 50%,,,,,,,,,,,,,NA
